,Gender,Height,Weight,bmi,birth_yr
137,Male,68.13972419,174.1578043,26.42752102,1952
138,Male,68.39540025,179.8789771,27.0919863,1952
139,Male,68.09621975,167.7471412,25.48727176,1953
140,Male,68.14059036,183.0446604,27.77534804,1954
141,Male,68.86009031,169.5568208,25.19383715,1954
142,Male,66.14885254,173.4316727,27.92531055,1954
143,Male,66.20603205,180.8895546,29.07586196,1954
144,Male,67.43212021,183.5089329,28.43399014,1954
145,Male,69.47110603,205.9779102,30.06951685,1955
146,Male,70.51585969,183.7598452,26.03701751,1955
147,Male,71.33837604,201.9544955,27.95897954,1956
148,Male,71.00194477,216.1200947,30.20430794,1957
149,Male,66.20234771,159.3903237,25.62296597,1957
150,Male,72.54330705,210.3364247,28.16008857,1957
151,Male,67.47935176,178.6183502,27.63748365,1957
152,Male,65.35041056,146.7397976,24.20836752,1958
153,Male,70.84406242,195.937015,27.50576969,1959
154,Male,69.93847526,170.1758538,24.51206204,1959
155,Male,64.73981548,169.6540541,28.51908296,1960
156,Male,69.30840288,198.3786936,29.09628034,1960
157,Male,68.83846286,179.9077169,26.74863921,1960
158,Male,61.93732327,147.2636865,27.04612381,1961
159,Male,68.59333554,176.9842511,26.50238796,1961
160,Male,65.21857558,185.4677884,30.72133638,1962
161,Male,64.33364811,177.4938023,30.2148932,1963
162,Male,68.7489067,169.8274774,25.31573818,1964
163,Male,72.4896554,198.5816982,26.62572112,1964
164,Male,67.23393092,203.3503393,31.69436996,1966
165,Male,67.26360484,193.2176727,30.08851807,1966
166,Male,65.11850428,178.1349452,29.5974653,1967
167,Male,66.26282004,162.7795834,26.12006973,1969
168,Male,67.70167966,159.2865106,24.48467481,1969
169,Male,65.53069597,172.114312,28.23850191,1971
170,Male,69.86896981,201.8370426,29.13039834,1971
171,Male,68.48187536,170.3523296,25.59240005,1971
172,Male,72.21396335,205.3897607,27.74921203,1972
173,Male,68.17953269,169.7877681,25.73431353,1974
174,Male,71.98120654,200.4373105,27.25552498,1974
175,Male,66.06513673,178.588954,28.82863942,1978
176,Male,66.65616417,168.0140297,26.64275563,
177,Male,67.5994242,177.7664258,27.40803979,
178,Male,68.24594409,193.277624,29.23762657,
179,Male,64.80862144,162.3795406,27.2382982,1920
180,Male,67.49221827,183.3838244,28.36402436,1921
181,Male,68.18073071,181.0560953,27.44126174,1939
182,Male,69.5533849,210.871799,30.71115792,1965
183,Male,66.40224967,165.5684991,26.45613233,1910
184,Male,66.59215711,196.1484498,31.16398185,1912
185,Male,71.93588658,202.0464252,27.5089617,1915
186,Male,68.28704173,170.4136025,25.74790442,1916
187,Male,69.9554512,201.9480853,29.0744056,1917
188,Male,71.85112915,193.3869846,26.39211989,1917
189,Male,65.75549864,179.8556896,29.30719533,1917
190,Male,67.03185208,156.489935,24.53794569,1917
191,Male,76.70983486,235.0354188,28.14138364,1918
192,Male,72.57112137,230.560535,30.8440595,1919
193,Male,69.7288049,203.895655,29.54593625,1920
194,Male,72.799224,218.2163966,29.01002539,1921
195,Male,72.53935407,222.6671779,29.81419349,1921
196,Male,72.29474338,208.4748659,28.10311697,1921
197,Male,67.25332482,180.77978,28.16025372,1922
198,Male,75.94446038,231.9247485,28.33147086,1924
199,Male,66.31623192,170.5938581,27.32989334,1925
200,Male,71.15605349,188.2714563,26.19841425,1926
201,Male,71.19220229,196.0615292,27.25472214,1926
202,Male,72.19751201,214.6035842,29.00726193,1926
203,Male,75.14082143,224.1242713,27.96734518,1927
204,Male,64.41152936,158.5793973,26.9298398,1928
205,Male,64.73442436,166.5011147,27.99373154,1928
206,Male,63.41458714,160.1406156,28.05675139,1928
207,Male,67.84866523,176.1726343,26.96311478,1929
208,Male,65.93178483,174.4852947,28.2802598,1930
209,Male,70.96655044,193.9064988,27.12683981,1930
210,Male,67.58074728,186.9916067,28.8463164,1931
211,Male,68.58927044,173.5957961,25.99806743,1931
212,Male,70.32475344,193.3465603,27.54445874,1935
213,Male,72.39448041,208.436509,28.02057925,1936
214,Male,70.82085671,206.0329778,28.94200513,1939
215,Male,65.90330126,172.575231,27.99486336,1943
216,Male,74.79537502,232.6354028,29.29817359,1946
217,Male,67.68091903,177.2401455,27.26112864,1946
218,Male,67.15596277,175.6466902,27.44005896,1947
219,Male,71.77484122,212.6261023,29.07945923,1947
220,Male,64.66523194,166.969204,28.13253879,1948
221,Male,68.12276836,196.4144153,29.81968218,1948
222,Male,66.78692724,165.4312422,26.13056705,1948
223,Male,66.80584984,176.5658186,27.87352372,1949
224,Male,67.8860138,174.6520347,26.70098374,1949
225,Male,69.17357692,195.2375293,28.74730027,1949
226,Male,70.22492333,205.6844384,29.38550216,1949
227,Male,64.85579918,158.3414424,26.52230073,1950
228,Male,67.82109327,169.0810083,25.89879066,1950
229,Male,63.44024747,135.6558759,23.74778464,1950
230,Male,71.84843485,218.1574695,29.77485755,1950
231,Male,66.72807365,155.8995413,24.66845165,1950
232,Male,71.96830565,201.5281774,27.41368699,1951
233,Male,76.02134748,235.9260606,28.76199581,1951
234,Male,71.47610128,195.3926176,26.94639481,1952
235,Male,67.36980864,176.6361636,27.41973321,1952
236,Male,70.55524376,198.4602486,28.08854005,1953
237,Male,69.86710128,185.71691,26.80527257,1953
238,Male,67.94757004,177.3477798,27.06400873,1953
239,Male,74.10455886,215.7597035,27.68182463,1953
240,Male,69.1678363,187.0224203,27.54225667,1953
241,Male,66.55722857,171.5878843,27.29043064,1954
242,Male,66.70160499,172.8398091,27.37067063,1954
243,Male,67.24606495,168.2802869,26.21885496,1954
244,Male,69.05138548,163.8204889,24.20681509,1954
245,Male,70.67274718,190.0234342,26.80510079,1955
246,Male,65.49899512,156.8699517,25.76230499,1955
247,Male,65.18722085,172.6064826,28.61846917,1955
248,Male,67.56814301,169.063983,26.09043732,1956
249,Male,73.81538569,231.3745081,29.91823373,1956
250,Male,71.60656421,207.2504768,28.47764651,1957
251,Male,67.72474924,172.1527722,26.44438298,1957
252,Male,68.23113195,199.827758,30.24160887,1957
253,Male,65.92942171,168.0904122,27.2457419,1957
254,Male,71.54849571,197.8196148,27.22592014,1958
255,Male,69.16438112,196.892315,28.99866492,1958
256,Male,68.59765932,180.2217801,26.98378761,1958
257,Male,71.05751089,189.1340124,26.39148844,1959
258,Male,63.64405958,158.4227173,27.55598501,1960
259,Male,71.1824554,208.9226827,29.05051884,1960
260,Male,66.12867317,187.1411195,30.15114672,1961
261,Male,65.05737312,157.5824315,26.23185358,1961
262,Male,68.09137436,181.644445,27.60273713,1962
263,Male,70.9931439,204.7466782,28.62188781,1962
264,Male,74.22117488,231.1301898,29.56073685,1962
265,Male,69.32711818,186.2584296,27.30384882,1962
266,Male,64.93134219,181.0938696,30.26280763,1963
267,Male,68.34684231,198.9209797,30.0025321,1963
268,Male,70.92912508,203.3704632,28.48084702,1963
269,Male,61.4778092,161.0287521,30.01794039,1964
270,Male,68.49081272,189.8066818,28.50762824,1964
271,Male,72.04988987,200.2028285,27.17176158,1964
272,Male,72.52166703,221.8626503,29.72096242,1964
273,Male,71.23391139,214.0601482,29.72189306,1964
274,Male,72.25911519,201.7014216,27.21685311,1965
275,Male,67.5650399,187.1870936,28.88990109,1966
276,Male,72.26760699,196.5274669,26.51246676,1966
277,Male,62.600248,151.7207037,27.27765108,1966
278,Male,66.23643729,167.2975303,26.86642182,1968
279,Male,69.65043741,198.843696,28.87874789,1968
280,Male,69.28592141,178.789548,26.24015291,1969
281,Male,70.72527874,193.5392521,27.26050845,1969
282,Male,68.82861496,197.737905,29.40804111,1969
283,Male,66.01442823,184.4618115,29.82242575,1971
284,Male,66.41488206,155.1947717,24.7890854,1971
285,Male,66.61562439,160.9919899,25.56032028,1971
286,Male,68.03482178,189.0844617,28.78111186,1971
287,Male,70.50239804,172.9857771,24.51979571,1971
288,Male,69.15772949,195.8952569,28.85736658,1971
289,Male,70.79502261,215.7464553,30.32860593,1972
290,Male,65.19437712,166.7073731,27.63431833,1972
291,Male,74.78571432,239.4643429,30.16600447,1973
292,Male,71.06690628,184.2792458,25.70726268,1973
293,Male,69.33419779,199.9838909,29.30989433,1973
294,Male,69.89920395,191.4122311,27.60193029,1974
295,Male,64.42519379,169.1094014,28.7058568,1974
296,Male,67.8521307,194.7445225,29.80248652,1974
297,Male,67.54906949,183.2665331,28.29818956,1977
298,Male,74.76744684,210.3699087,26.51384702,1977
299,Male,71.41894599,198.0424839,27.35556698,1977
300,Male,67.12034439,172.6640904,27.00274416,1979
301,Male,69.85958791,197.0708562,28.45015214,1979
302,Male,68.43081339,190.50581,28.66282881,1980
303,Male,67.93348261,184.5554831,28.1756162,
304,Male,68.49534316,179.9298166,27.02061781,
305,Male,65.24414341,159.5032198,26.39979873,
306,Male,70.18535205,197.8845071,28.30303816,
307,Male,71.10413316,217.2696052,30.27774392,1963
308,Male,68.44757854,187.907426,28.25803735,1967
309,Male,65.42057682,176.8616842,29.11516443,
310,Male,67.70078811,185.1482021,28.46074599,1911
311,Male,74.22306306,223.3080403,28.5588584,1914
312,Male,71.16724587,206.9429818,28.78754387,1917
313,Male,67.23077189,171.0169406,26.65736182,1919
314,Male,67.88055919,175.222848,26.79255562,1919
315,Male,67.37637547,173.3103956,26.89822077,1923
316,Male,68.76124693,181.1259735,26.99028524,1927
317,Male,71.7052725,202.6090083,27.76328163,1929
318,Male,69.38099479,199.85092,29.25090691,1931
319,Male,73.71652763,223.5147223,28.97948234,1933
320,Male,69.45337621,219.2617067,32.02508527,1939
321,Male,70.78628981,211.2160809,29.69907406,1942
322,Male,71.76846374,200.798983,27.46682357,1942
323,Male,69.34345396,208.8097753,30.59525768,1950
324,Male,65.28602551,161.4200817,26.68279569,1952
325,Male,70.92184441,207.8359446,29.11218789,1954
326,Male,68.59666269,180.8312378,27.07582568,1974
327,Male,68.60379643,176.8154762,26.46904088,
328,Male,69.47874412,194.6037685,28.40282616,
329,Male,65.93089621,163.0084317,26.42082286,
330,Male,68.5233453,173.2706572,25.99932886,
331,Male,73.92912413,215.6200354,27.79535467,
332,Male,71.19793782,210.134529,29.20631871,
333,Male,66.55658687,185.0423241,29.43087798,
334,Male,71.74227623,187.9653554,25.73011548,
335,Male,69.74482933,188.1811248,27.25625962,
336,Male,66.75065413,179.5420171,28.39025394,1975
337,Male,69.69242226,211.718429,30.71155264,1950
338,Male,70.40351683,197.6921421,28.10055701,1923
339,Male,69.01973611,186.287992,27.55196013,1945
340,Male,64.73228716,166.1060724,27.92915745,1945
341,Male,70.99807444,188.81177,26.39065394,1950
342,Male,64.45981425,161.3787732,27.36418634,1945
343,Male,69.74952258,193.4762588,28.01943871,1948
344,Male,71.52684881,189.2822461,26.06669229,1961
345,Male,68.32791586,207.7849246,31.35681298,1944
346,Male,70.76472016,199.3230943,28.04389046,1957
347,Male,71.41904963,209.8582566,28.98759306,1944
348,Male,69.39047409,180.1754728,26.36393242,1951
349,Male,72.00173222,196.2144145,26.66608432,1942
350,Male,69.19147497,189.4388404,27.87905689,1942
351,Male,66.16636328,165.5146074,26.6364306,1939
352,Male,67.272143,182.3943347,28.39586144,1943
353,Male,70.9158354,189.5576375,26.55639193,1974
354,Male,69.11988779,189.6259141,27.96442329,1957
355,Male,67.40902587,170.1913254,26.3885512,1947
356,Male,72.93864904,216.0974547,28.61860433,1952
357,Male,70.4909287,177.0677744,25.1065647,1955
358,Male,69.00825946,196.0511888,29.00558049,1942
359,Male,66.76210992,167.7004962,26.50870241,1948
360,Male,69.12066373,179.6078701,26.48645235,1968
361,Male,73.12626719,220.6614051,29.07326442,1953
362,Male,67.4868239,164.2952413,25.41565076,1959
363,Male,64.95507833,156.5447863,26.14126594,1931
364,Male,67.78248907,183.681029,28.16718895,1954
365,Male,67.6623988,170.3054935,26.20885843,1946
366,Male,66.47639701,168.6272639,26.8848165,1966
367,Male,72.9870702,209.6379745,27.7263258,1934
368,Male,69.56323228,195.346027,28.44194582,1966
369,Male,71.00356014,194.3226014,27.15671876,1958
370,Male,69.91563736,219.3679167,31.61831323,1961
371,Male,71.69714179,205.1617483,28.11945729,1935
372,Male,67.64994086,178.8826337,27.53896199,1951
373,Male,68.29555456,181.7249315,27.4500962,1972
374,Male,68.68725567,203.5603338,30.39870294,1960
375,Male,68.91577165,165.1558987,24.50028136,1947
376,Male,68.96087967,197.9314296,29.32401309,1960
377,Male,67.2472352,173.284033,26.99752233,1939
378,Male,68.91586364,183.9477889,27.28791758,1966
379,Male,65.8385445,139.5340469,22.67952615,1951
380,Male,64.67107555,160.1885313,26.98519005,1952
381,Male,66.29589772,163.6040022,26.22616811,1957
382,Male,67.09758575,193.9551074,30.35300275,1947
383,Male,66.99828973,189.8933425,29.80550844,
384,Male,70.9619709,184.223932,25.77560918,1965
385,Male,68.4208722,190.7955422,28.71476326,1927
386,Male,67.65252759,188.2006794,28.97125853,1951
387,Male,75.62019316,226.2077799,27.8705925,1980
388,Male,70.54924202,197.8793731,28.01109268,1961
389,Male,68.89083891,190.5134869,28.2824487,1970
390,Male,68.28453192,176.2465834,26.63117094,1948
391,Male,64.99507826,177.7270945,29.64196075,1937
392,Male,65.57577154,173.6915922,28.45812004,1962
393,Male,69.30608824,210.4636875,30.87085301,1936
394,Male,65.70471542,170.1005633,27.76047567,1937
395,Male,67.80399101,173.4598918,26.58292615,1963
396,Male,69.21614731,184.9366903,27.19709172,1932
397,Male,68.01500601,194.2869459,29.59023191,1971
398,Male,61.92694894,149.1496848,27.40168074,1966
399,Male,67.26636272,192.4707696,29.96975013,1963
400,Male,67.67682185,179.750808,27.65063877,1964
401,Male,69.97090362,202.863293,29.19326939,1937
402,Male,65.31346154,163.3573315,26.98034237,1969
403,Male,71.90600544,217.0277146,29.57325306,1960
404,Male,66.23390404,183.1612325,29.41623436,1948
405,Male,65.81494282,166.5836105,27.09551955,1961
406,Male,72.84494786,205.2508892,27.2521269,
407,Male,70.94944345,189.7030888,26.55159683,1964
408,Male,71.34380763,218.5863364,30.25691687,1956
409,Male,71.05566416,203.139433,28.34725814,1944
410,Male,61.92554729,139.9050703,25.70442989,1945
411,Male,68.76245756,196.2938059,29.24947293,1958
412,Male,67.58394143,179.9370112,27.75541336,1950
413,Male,67.36169467,164.1459224,25.48697651,1966
414,Male,65.87915656,168.1748644,27.30104397,1963
415,Male,68.69476215,189.7425419,28.32902938,1952
416,Male,69.53486155,195.1703915,28.43956659,1933
417,Male,66.63469083,190.4679588,30.22284768,1945
418,Male,69.80990157,204.4265983,29.55408918,1959
419,Male,68.67987369,196.1516228,29.29861959,1937
420,Male,71.61517875,209.6707739,28.80328134,1970
421,Male,69.68979533,190.9334005,27.69859614,1962
422,Male,70.90108637,197.9448324,27.74294865,1931
423,Male,68.00581399,186.7803378,28.45465334,1933
424,Male,70.61574398,188.6638321,26.656296,1943
425,Male,71.57119416,176.3766428,24.25932841,1948
426,Male,73.01286326,209.3294834,27.66596801,1960
427,Male,60.74811787,136.1678657,25.99699828,1948
428,Male,69.08211963,190.9351825,28.18829972,1938
429,Male,69.33873763,191.4456543,28.05484541,1942
430,Male,67.75713771,184.9382299,28.38120444,1934
431,Male,76.02708186,232.313471,28.31730899,1948
432,Male,72.22761616,201.778854,27.2510548,1960
433,Male,68.92104135,188.3288071,27.93362657,1925
434,Male,65.33492768,174.6556973,28.82744527,1943
435,Male,65.93240345,183.9433388,29.81264296,1934
436,Male,70.46668931,187.517442,26.60652543,1932
437,Male,73.18104362,213.8474529,28.13332825,1969
438,Male,68.55087969,175.2195188,26.27063967,
439,Male,68.52940825,169.5448054,25.43576206,1942
440,Male,63.59645542,144.5919224,25.18792778,1937
441,Male,67.14424123,175.6791902,27.45471937,1963
442,Male,70.81637062,197.1984016,27.70449824,1931
443,Male,73.53028481,222.9259167,29.04974294,1968
444,Male,66.14106892,165.4045453,26.63908171,1943
445,Male,67.90684975,170.4172312,26.03757695,1949
446,Male,71.43337582,216.6339997,29.91152102,1923
447,Male,67.1126798,173.7075042,27.17212779,1941
448,Male,73.28391797,217.8960397,28.58552719,1953
449,Male,63.67258315,161.0131458,27.9814764,1945
450,Male,69.2253203,193.7563258,28.48657075,1951
451,Male,69.67012402,177.1191607,25.70908423,1940
452,Male,70.48544817,204.8274497,29.0471452,1949
453,Male,69.00467787,176.7318925,26.15002397,1936
454,Male,68.45789401,192.7618857,28.97932901,1970
455,Male,66.02473378,166.9610205,26.98460106,1930
456,Male,69.31816913,186.7379955,27.38121749,
457,Male,69.07774056,188.5061787,27.83322758,1952
458,Male,73.56227037,208.3614918,27.1282287,1949
459,Male,66.08768889,161.4958143,26.05159813,
460,Male,73.52598433,214.9664592,28.01581347,1939
461,Male,69.67906022,205.1334355,29.7677571,1964
462,Male,66.67678112,183.1973068,29.03247511,1953
463,Male,72.96166547,208.8950443,27.64731038,1958
464,Male,68.24687214,207.9255765,31.45260636,1922
465,Male,71.95662589,210.6638278,28.66570443,1924
466,Male,71.05863335,204.2728377,28.50303787,1939
467,Male,66.97694995,195.1987301,30.65776452,1930
468,Male,68.47800208,190.6860225,28.65041567,1979
469,Male,71.28444139,199.6353266,27.67974737,1943
470,Male,64.98045629,166.8215473,27.83561755,1940
471,Male,66.76188387,178.797509,28.26301745,1949
472,Male,68.76616172,185.7721575,27.67867429,1960
473,Male,68.99254357,193.7549909,28.67892143,1974
474,Male,71.2951946,228.8005161,31.71397731,1951
475,Male,69.0494784,192.3497017,28.42398344,1938
476,Male,66.54148202,175.9834911,28.00278456,1941
477,Male,68.51552345,176.1412392,26.43609575,1949
478,Male,67.45971531,177.4825249,27.47772794,
479,Male,71.35738241,201.7607769,27.91728301,1935
480,Male,68.59040604,176.8430799,26.48351045,1941
481,Male,69.73608671,185.5242604,26.8781759,1962
482,Male,69.83385707,188.041029,27.16656875,1970
483,Male,72.41058576,189.3844383,25.44804345,1930
484,Male,65.43459687,166.096744,27.33131237,1931
485,Male,66.26765677,170.2501787,27.31483471,1923
486,Male,69.97430087,212.804259,30.62086172,1966
487,Male,71.20919422,196.1455062,27.25338482,1937
488,Male,69.93740019,202.2790697,29.1370922,1936
489,Male,71.38602219,201.3320069,27.83560636,1960
490,Male,64.58878167,158.4540944,26.76107219,1923
491,Male,68.79298442,174.4894863,25.97737068,1943
492,Male,68.44574673,183.7833827,27.6393317,
493,Male,69.20157812,188.1035061,27.67445789,1956
494,Male,69.42601731,176.1934298,25.75487427,1973
495,Male,69.6062252,194.2007119,28.24027242,1930
496,Male,72.88170697,194.1995089,25.75877968,1973
497,Male,62.17833122,145.8988424,26.58813963,1957
498,Male,68.87470662,191.8337092,28.49178307,1956
499,Male,71.08008356,209.8535536,29.26406801,1950
500,Male,72.18253412,201.2614644,27.21514218,1948
501,Male,72.06275498,208.7818534,28.32600026,1946
502,Male,67.38005789,182.6734054,28.34828526,1921
503,Male,67.93463453,166.4350688,25.40835695,1934
504,Male,70.80193026,193.3935426,27.18103576,1946
505,Male,65.54912127,178.4481797,29.2612317,1955
506,Male,70.19122448,205.9417907,29.45052737,1963
507,Male,71.77899537,199.2098424,27.24145309,1926
508,Male,68.13028842,192.0295666,29.1475379,1936
509,Male,68.35948256,175.2608644,26.42418765,1927
510,Male,66.09035701,170.0064451,27.42227105,1931
511,Male,71.58012314,205.3475962,28.23702705,1940
512,Male,73.53666772,196.0432951,25.5422017,1958
513,Male,71.11553184,208.1452566,28.99691681,1959
514,Male,70.79430255,202.8907578,28.5219936,1939
515,Male,71.72906048,188.595024,25.82582321,1953
516,Male,63.19653037,162.4297274,28.65452898,1965
517,Male,68.10111341,182.8523991,27.77835136,1950
518,Male,65.85609973,157.3174614,25.55636873,1937
519,Male,68.3464565,178.6759921,26.94935808,1944
520,Male,69.56022893,187.2174859,27.26080226,1953
521,Male,68.72830407,171.6209666,25.59842926,1952
522,Male,70.15827765,200.5341783,28.70415682,1953
523,Male,68.92333665,193.9273604,28.76210896,1962
524,Male,64.3001742,155.489729,26.49669071,1948
525,Male,70.45563306,192.527905,27.3260256,1952
526,Male,68.62406319,159.8624674,23.91706496,1937
527,Male,69.66475174,176.2592744,25.58821665,1959
528,Male,69.05888454,171.7089263,25.36693423,1933
529,Male,67.22698623,181.7096189,28.32727912,1970
530,Male,66.11579969,171.3866592,27.62362895,1928
531,Male,68.61738735,179.1320246,26.80520342,1932
532,Male,69.24901281,187.4693714,27.54338919,1947
533,Male,69.64190618,182.0045223,26.43961388,1947
534,Male,72.79702836,214.4740355,28.51423009,1948
535,Male,75.04399507,208.526427,26.08815933,1950
536,Male,70.97268413,190.2219929,26.60679085,1935
537,Male,74.38801243,217.1437905,27.64749153,1951
538,Male,64.36216387,156.0738985,26.54503082,1973
539,Male,71.32700107,206.3851911,28.58148777,1957
540,Male,67.17202444,178.1527814,27.81825997,1950
541,Male,74.40167189,228.8383958,29.12579135,1963
